time,open,high,low,close,volume,open_interest
2026-04-16T00:00:00+05:30,1352.0,1366.9,1340.2,1345.5,24017236,0
2026-04-17T00:00:00+05:30,1347.0,1352.9,1334.0,1346.8,18151993,0
2026-04-20T00:00:00+05:30,1364.7,1376.4,1353.0,1356.2,21551520,0
2026-04-21T00:00:00+05:30,1368.0,1393.1,1360.0,1388.4,23312455,0
2026-04-22T00:00:00+05:30,1380.0,1380.1,1365.0,1367.6,13613487,0
2026-04-23T00:00:00+05:30,1348.4,1354.0,1343.5,1348.0,20111792,0
2026-04-24T00:00:00+05:30,1336.3,1348.8,1324.0,1326.2,14056743,0
2026-04-27T00:00:00+05:30,1327.9,1335.9,1310.9,1314.1,15385625,0
2026-04-28T00:00:00+05:30,1314.3,1317.7,1286.7,1292.0,16774778,0
2026-04-29T00:00:00+05:30,1294.7,1296.8,1276.2,1281.0,11716030,0
2026-04-30T00:00:00+05:30,1261.0,1272.2,1259.0,1263.4,17740110,0
2026-05-04T00:00:00+05:30,1264.3,1282.2,1264.3,1270.8,14597051,0
2026-05-05T00:00:00+05:30,1264.0,1266.7,1245.5,1251.3,24447935,0
2026-05-06T00:00:00+05:30,1262.0,1282.8,1252.1,1279.5,22909586,0
2026-05-07T00:00:00+05:30,1284.7,1294.0,1273.2,1279.0,25028552,0
2026-05-08T00:00:00+05:30,1279.6,1279.6,1261.2,1264.8,11137424,0
2026-05-11T00:00:00+05:30,1259.4,1275.7,1252.0,1266.4,18980488,0
2026-05-12T00:00:00+05:30,1256.0,1259.9,1236.3,1240.3,21110708,0
2026-05-13T00:00:00+05:30,1238.3,1249.2,1227.2,1235.6,19490295,0
2026-05-14T00:00:00+05:30,1239.1,1256.7,1236.0,1246.0,16535600,0
2026-05-15T00:00:00+05:30,1246.6,1258.0,1242.0,1244.5,11745614,0
2026-05-18T00:00:00+05:30,1235.5,1253.7,1232.0,1251.1,13918850,0
2026-05-19T00:00:00+05:30,1251.1,1256.3,1229.8,1240.8,38929053,0
2026-05-20T00:00:00+05:30,1230.0,1239.7,1223.3,1237.3,14953103,0
2026-05-21T00:00:00+05:30,1245.3,1248.3,1234.4,1242.8,14394386,0
2026-05-22T00:00:00+05:30,1242.0,1270.8,1242.0,1264.3,11601085,0
2026-05-25T00:00:00+05:30,1271.0,1293.5,1270.9,1291.8,13853923,0
2026-05-26T00:00:00+05:30,1290.0,1301.8,1276.2,1279.1,18400405,0
2026-05-27T00:00:00+05:30,1286.0,1293.4,1266.7,1272.7,18366272,0
2026-05-29T00:00:00+05:30,1275.1,1287.8,1247.9,1256.4,31007884,0
2026-06-01T00:00:00+05:30,1257.1,1261.9,1235.9,1239.7,9911975,0
2026-06-02T00:00:00+05:30,1233.0,1237.7,1220.7,1226.6,17920892,0
2026-06-03T00:00:00+05:30,1219.9,1248.3,1213.7,1242.0,13934754,0
2026-06-04T00:00:00+05:30,1232.2,1262.3,1232.2,1251.7,19461560,0
2026-06-05T00:00:00+05:30,1257.0,1265.0,1250.0,1262.1,10166393,0
2026-06-08T00:00:00+05:30,1246.4,1254.0,1243.1,1250.2,10714196,0
2026-06-09T00:00:00+05:30,1255.0,1279.9,1252.7,1275.0,22368579,0
2026-06-10T00:00:00+05:30,1271.3,1306.0,1271.3,1293.3,25951584,0
2026-06-11T00:00:00+05:30,1286.5,1333.0,1286.5,1317.0,35919374,0
2026-06-12T00:00:00+05:30,1330.0,1344.3,1318.7,1340.8,18339846,0
