time,open,high,low,close,volume,open_interest
2026-04-16T00:00:00+05:30,818.0,820.05,792.2,795.45,62861293,0
2026-04-17T00:00:00+05:30,790.1,803.95,788.2,799.9,37282544,0
2026-04-20T00:00:00+05:30,797.1,809.95,790.0,795.45,52148044,0
2026-04-21T00:00:00+05:30,795.2,814.9,795.2,811.75,49135752,0
2026-04-22T00:00:00+05:30,810.0,813.05,798.0,799.9,23876412,0
2026-04-23T00:00:00+05:30,792.0,796.65,782.5,784.35,37677616,0
2026-04-24T00:00:00+05:30,777.3,787.6,777.0,784.85,27720358,0
2026-04-27T00:00:00+05:30,787.5,793.0,785.0,789.8,18115375,0
2026-04-28T00:00:00+05:30,785.0,794.5,778.3,782.55,35366803,0
2026-04-29T00:00:00+05:30,785.5,790.0,777.35,779.0,25799963,0
2026-04-30T00:00:00+05:30,770.0,778.8,762.25,771.7,47998755,0
2026-05-04T00:00:00+05:30,772.6,786.6,772.6,779.4,29028060,0
2026-05-05T00:00:00+05:30,774.4,776.9,763.7,772.3,38887657,0
2026-05-06T00:00:00+05:30,775.15,798.95,773.5,796.55,35530831,0
2026-05-07T00:00:00+05:30,794.0,801.55,788.55,796.05,46137553,0
2026-05-08T00:00:00+05:30,784.0,788.75,777.2,780.85,38016841,0
2026-05-11T00:00:00+05:30,771.95,774.85,761.9,763.65,41123422,0
2026-05-12T00:00:00+05:30,756.6,759.7,747.8,750.45,43937132,0
2026-05-13T00:00:00+05:30,752.0,759.95,747.35,749.6,28960919,0
2026-05-14T00:00:00+05:30,751.0,778.3,747.0,769.55,50992358,0
2026-05-15T00:00:00+05:30,773.0,781.9,765.4,767.5,24347873,0
2026-05-18T00:00:00+05:30,759.0,774.1,751.35,768.65,29812079,0
2026-05-19T00:00:00+05:30,766.7,770.8,760.25,762.45,40307830,0
2026-05-20T00:00:00+05:30,759.6,762.25,755.15,759.5,24013451,0
2026-05-21T00:00:00+05:30,767.0,768.25,755.15,759.15,34664725,0
2026-05-22T00:00:00+05:30,759.15,775.0,759.15,766.8,25604071,0
2026-05-25T00:00:00+05:30,776.0,787.85,775.2,786.85,26043952,0
2026-05-26T00:00:00+05:30,784.05,790.85,776.75,778.9,31528062,0
2026-05-27T00:00:00+05:30,769.5,773.9,756.9,758.65,63680153,0
2026-05-29T00:00:00+05:30,746.05,760.5,737.75,744.55,101299431,0
2026-06-01T00:00:00+05:30,749.0,752.35,739.2,742.7,47996441,0
2026-06-02T00:00:00+05:30,737.0,753.6,733.15,748.25,47314447,0
2026-06-03T00:00:00+05:30,744.45,756.9,742.6,753.65,36109480,0
2026-06-04T00:00:00+05:30,749.15,757.3,745.0,754.2,42673538,0
2026-06-05T00:00:00+05:30,753.95,758.7,744.65,747.05,22116568,0
2026-06-08T00:00:00+05:30,738.0,741.5,734.5,738.65,21550700,0
2026-06-09T00:00:00+05:30,739.45,743.95,732.3,738.35,38539563,0
2026-06-10T00:00:00+05:30,736.5,755.95,736.4,746.85,44458159,0
2026-06-11T00:00:00+05:30,743.0,756.0,740.1,744.6,32632007,0
2026-06-12T00:00:00+05:30,754.7,774.45,753.1,772.45,36088159,0
