time,open,high,low,close,volume,open_interest
2026-06-08T09:15:00+05:30,208.0,208.34,205.12,207.79,65476,0
2026-06-08T09:20:00+05:30,207.8,208.4,206.1,206.44,34915,0
2026-06-08T09:25:00+05:30,206.3,207.2,205.76,206.55,19086,0
2026-06-08T09:30:00+05:30,206.57,206.87,206.02,206.44,25304,0
2026-06-08T09:35:00+05:30,206.38,206.61,205.61,205.91,13903,0
2026-06-08T09:40:00+05:30,206.0,206.51,205.81,206.2,9151,0
2026-06-08T09:45:00+05:30,206.28,206.63,205.7,205.77,14010,0
2026-06-08T09:50:00+05:30,205.73,206.15,205.41,206.07,10231,0
2026-06-08T09:55:00+05:30,206.11,207.0,205.63,207.0,11760,0
2026-06-08T10:00:00+05:30,207.0,207.0,206.1,206.2,4270,0
2026-06-08T10:05:00+05:30,206.35,206.8,205.74,206.54,4292,0
2026-06-08T10:10:00+05:30,206.52,206.8,206.31,206.57,4777,0
2026-06-08T10:15:00+05:30,206.53,206.8,206.23,206.8,4158,0
2026-06-08T10:20:00+05:30,206.8,206.8,206.61,206.75,2216,0
2026-06-08T10:25:00+05:30,206.65,206.84,206.2,206.33,5033,0
2026-06-08T10:30:00+05:30,206.32,206.87,206.2,206.75,2674,0
2026-06-08T10:35:00+05:30,206.68,207.0,206.61,206.95,6130,0
2026-06-08T10:40:00+05:30,206.9,207.0,206.52,206.65,2376,0
2026-06-08T10:45:00+05:30,206.57,206.57,206.18,206.52,1376,0
2026-06-08T10:50:00+05:30,206.52,206.55,206.25,206.35,2507,0
2026-06-08T10:55:00+05:30,206.34,206.51,206.25,206.49,583,0
2026-06-08T11:00:00+05:30,206.49,206.7,206.31,206.6,6172,0
2026-06-08T11:05:00+05:30,206.6,206.6,206.25,206.35,692,0
2026-06-08T11:10:00+05:30,206.35,206.35,206.01,206.12,2650,0
2026-06-08T11:15:00+05:30,206.12,206.27,205.77,206.06,7678,0
2026-06-08T11:20:00+05:30,206.03,206.2,205.99,205.99,2794,0
2026-06-08T11:25:00+05:30,205.95,206.0,205.75,205.86,2607,0
2026-06-08T11:30:00+05:30,205.9,206.0,205.8,205.97,1331,0
2026-06-08T11:35:00+05:30,205.96,206.22,205.82,206.1,2369,0
2026-06-08T11:40:00+05:30,206.1,206.42,206.1,206.41,3639,0
2026-06-08T11:45:00+05:30,206.4,206.48,206.3,206.41,1411,0
2026-06-08T11:50:00+05:30,206.36,206.41,206.18,206.25,274,0
2026-06-08T11:55:00+05:30,206.15,206.36,206.0,206.1,4391,0
2026-06-08T12:00:00+05:30,206.05,206.1,205.83,206.02,2341,0
2026-06-08T12:05:00+05:30,206.01,206.06,205.9,206.0,2460,0
2026-06-08T12:10:00+05:30,205.91,206.3,205.9,206.3,2419,0
2026-06-08T12:15:00+05:30,206.25,206.4,206.0,206.12,1422,0
2026-06-08T12:20:00+05:30,206.02,206.21,206.01,206.15,275,0
2026-06-08T12:25:00+05:30,206.12,206.19,206.0,206.0,1851,0
2026-06-08T12:30:00+05:30,206.1,206.2,206.06,206.19,400,0
2026-06-08T12:35:00+05:30,206.19,206.27,206.1,206.21,1728,0
2026-06-08T12:40:00+05:30,206.21,206.31,206.11,206.29,1159,0
2026-06-08T12:45:00+05:30,206.28,206.28,206.1,206.24,1504,0
2026-06-08T12:50:00+05:30,206.24,206.29,206.12,206.12,820,0
2026-06-08T12:55:00+05:30,206.23,206.28,206.1,206.28,660,0
2026-06-08T13:00:00+05:30,206.28,206.29,206.19,206.22,761,0
