time,open,high,low,close,volume,open_interest
2026-04-16T00:00:00+05:30,1322.1,1331.0,1309.0,1319.2,18527029,0
2026-04-17T00:00:00+05:30,1313.0,1328.3,1306.1,1318.7,12064048,0
2026-04-20T00:00:00+05:30,1320.0,1324.9,1308.1,1312.6,7172300,0
2026-04-21T00:00:00+05:30,1310.0,1325.0,1299.3,1313.2,10057440,0
2026-04-22T00:00:00+05:30,1295.0,1297.7,1255.9,1268.6,20088378,0
2026-04-23T00:00:00+05:30,1254.0,1265.7,1226.0,1240.6,14792854,0
2026-04-24T00:00:00+05:30,1200.0,1223.9,1152.2,1154.6,42078914,0
2026-04-27T00:00:00+05:30,1154.6,1179.9,1154.5,1170.3,19579883,0
2026-04-28T00:00:00+05:30,1162.7,1169.4,1149.8,1152.1,12720276,0
2026-04-29T00:00:00+05:30,1158.5,1178.2,1156.8,1167.5,8303109,0
2026-04-30T00:00:00+05:30,1167.5,1189.8,1159.6,1181.8,12205669,0
2026-05-04T00:00:00+05:30,1195.0,1195.0,1165.2,1168.4,7735811,0
2026-05-05T00:00:00+05:30,1169.5,1185.2,1160.1,1178.1,8164108,0
2026-05-06T00:00:00+05:30,1187.0,1191.5,1164.1,1167.2,9856963,0
2026-05-07T00:00:00+05:30,1173.0,1175.4,1159.2,1162.7,12013987,0
2026-05-08T00:00:00+05:30,1161.0,1183.5,1158.8,1179.2,7582770,0
2026-05-11T00:00:00+05:30,1176.0,1187.0,1172.1,1177.0,7336288,0
2026-05-12T00:00:00+05:30,1162.0,1162.0,1123.0,1140.3,16891948,0
2026-05-13T00:00:00+05:30,1136.6,1142.6,1121.0,1123.1,6664111,0
2026-05-14T00:00:00+05:30,1119.8,1121.9,1089.0,1095.0,16914842,0
2026-05-15T00:00:00+05:30,1102.0,1133.2,1101.6,1119.0,17482450,0
2026-05-18T00:00:00+05:30,1119.0,1146.1,1118.0,1142.5,12096377,0
2026-05-19T00:00:00+05:30,1162.0,1198.4,1162.0,1196.9,32175705,0
2026-05-20T00:00:00+05:30,1187.0,1206.9,1184.9,1193.7,15121010,0
2026-05-21T00:00:00+05:30,1196.1,1201.8,1177.0,1181.2,10021033,0
2026-05-22T00:00:00+05:30,1182.5,1191.8,1172.5,1174.5,8803066,0
2026-05-25T00:00:00+05:30,1183.0,1185.0,1166.1,1168.5,5856136,0
2026-05-26T00:00:00+05:30,1166.3,1180.7,1162.9,1167.7,8005767,0
2026-05-27T00:00:00+05:30,1161.0,1167.3,1155.0,1159.9,6371871,0
2026-05-29T00:00:00+05:30,1182.0,1210.0,1153.6,1160.9,69085430,0
2026-06-01T00:00:00+05:30,1175.0,1217.0,1173.7,1202.5,19439331,0
2026-06-02T00:00:00+05:30,1232.5,1278.9,1232.5,1270.8,36032600,0
2026-06-03T00:00:00+05:30,1242.1,1249.9,1216.0,1222.6,18534303,0
2026-06-04T00:00:00+05:30,1208.0,1215.2,1196.2,1201.3,12755957,0
2026-06-05T00:00:00+05:30,1220.0,1223.8,1194.3,1197.5,8692290,0
2026-06-08T00:00:00+05:30,1177.5,1200.7,1176.5,1187.6,8631711,0
2026-06-09T00:00:00+05:30,1193.6,1193.6,1167.3,1180.3,10984054,0
2026-06-10T00:00:00+05:30,1160.1,1171.4,1143.3,1145.3,8887626,0
2026-06-11T00:00:00+05:30,1129.7,1133.7,1109.0,1114.6,9372176,0
2026-06-12T00:00:00+05:30,1120.0,1123.3,1111.5,1116.4,8075333,0
